office,email,emails_all,phone,phones_all,address,region,department,city,url,source,date_scraping
Office notarial SELARL OFFICE NOTARIAL DE L'EUROPE à LYON (69003) | 62 rue de Bonnel,officedeleurope@notaires.fr,officedeleurope@notaires.fr,0478958140,0478958140,Bureau principal 62 rue de Bonnel 69003 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selarl-office-notarial-de-leurope,notaires.fr,2026-06-19 13:28:59
Office notarial SELARL OFFICE NOTARIAL LA CALADE à VILLEFRANCHE-SUR-SAÔNE (69400) | 596 Boulevard Albert Camus,marion.pelletier@notaires.fr,marion.pelletier@notaires.fr,0474042183,0474042183,Bureau principal 596 Boulevard Albert Camus 69400 VILLEFRANCHE-SUR-SAÔNE France,Auvergne-Rhône-Alpes,Rhône,Villefranche-Sur-Saône,https://www.notaires.fr/fr/office/selarl-office-notarial-la-calade,notaires.fr,2026-06-19 13:29:01
Office notarial SELARL ONE NOTAIRES à ÉCULLY (69130) | 4 allée des Tullistes,notaires.ecully@notaires.fr,notaires.ecully@notaires.fr,0478339260,0478339260,Bureau principal 4 allée des Tullistes 69130 ÉCULLY France,Auvergne-Rhône-Alpes,Rhône,Ecully,https://www.notaires.fr/fr/office/selarl-one-notaires,notaires.fr,2026-06-19 13:29:03
"Office notarial SELARL Pascale BERTONI-OLMO, Jérôme GUILLARME, Gauthier DOLIGEZ à CHAZAY-D'AZERGUES (69380) | Allée Benoît Raclet",office69129.chazay@69129.notaires.fr,office69129.chazay@69129.notaires.fr,0478436166,0478436166,Bureau principal Allée Benoît Raclet 69380 CHAZAY-D'AZERGUES France,Auvergne-Rhône-Alpes,Rhône,Chazay-D'azergues,https://www.notaires.fr/fr/office/selarl-pascale-bertoni-olmo-jerome-guillarme-gauthier-doligez,notaires.fr,2026-06-19 13:29:04
Office notarial SELARL Rémy SAMSON - Philippe DAVID - Catherine GASIOT-DAVID - Paul LEUFFLEN - Office notarial de la Passerelle à LYON (69002) | 36 quai Saint Antoine,officenotarialdelapasserelle@notaires.fr,officenotarialdelapasserelle@notaires.fr,0478427830,0478427830,Bureau principal 36 quai Saint Antoine 69002 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selarl-remy-samson-philippe-david-catherine-gasiot-david-paul-leufflen-office-notarial-de-la-passerelle,notaires.fr,2026-06-19 13:29:06
Office notarial SELARL ROUSSEAU-BRETON NOTAIRE à LYON (69002) | 32 rue de la République,etude.69001@notaires.fr,etude.69001@notaires.fr,0478381949,0478381949,Bureau principal 32 rue de la République 69002 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selarl-rousseau-breton-notaire,notaires.fr,2026-06-19 13:29:08
"Office notarial SELARL YOHAN BURNICHON, NOTAIRE ET ASSOCIES à LYON (69001) | 9 rue Constantine",burnichon-dubois@notaires.fr,burnichon-dubois@notaires.fr,0478280657,0478280657,Bureau principal 9 rue Constantine 69001 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selarl-yohan-burnichon-notaire-et-associes,notaires.fr,2026-06-19 13:29:10
Office notarial SELAS ALCAIX à LYON (69006) | 91 Cours Lafayette,notaires@alcaix.notaires.fr,notaires@alcaix.notaires.fr,0472745340,0472745340,Bureau principal 91 Cours Lafayette 69006 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selas-alcaix,notaires.fr,2026-06-19 13:29:11
Office notarial SELAS Althémis Lyon - Rhône-Alpes à LYON (69002) | 105 rue du Président Edouard Herriot,althemis.lyon@althemis.notaires.fr,althemis.lyon@althemis.notaires.fr,0472760370,0472760370,Bureau principal 105 rue du Président Edouard Herriot 69002 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selas-althemis-lyon-rhone-alpes,notaires.fr,2026-06-19 13:29:12
Office notarial SELAS BONNIE AOUN NOTAIRE ASSOCIÉ à LYON (69001) | 21 rue d'Algérie,bonnie.aoun@69277.notaires.fr,bonnie.aoun@69277.notaires.fr,04 28 29 21 21,04 28 29 21 21,Bureau principal 21 rue d'Algérie 69001 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selas-bonnie-aoun-notaire-associe,notaires.fr,2026-06-19 13:29:14
Office notarial SELAS FIDAL NOTAIRES à LYON (69009) | 18 rue Félix Mangini,ophelie.fevre@fidal.notaires.fr,ophelie.fevre@fidal.notaires.fr,0487915500,0487915500,Bureau principal 18 rue Félix Mangini 69009 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selas-fidal-notaires-2,notaires.fr,2026-06-19 13:29:16
Office notarial SELAS GAGNAIRE ASSOCIES NOTAIRES à MEYZIEU (69330) | 7 C rue de la République,gagnaire-associes@gagnaire.notaires.fr,gagnaire-associes@gagnaire.notaires.fr,0478314009,0478314009,Bureau principal 7 C rue de la République 69330 MEYZIEU France,Auvergne-Rhône-Alpes,Rhône,Meyzieu,https://www.notaires.fr/fr/office/selas-gagnaire-associes-notaires,notaires.fr,2026-06-19 13:29:18
Office notarial SELAS GAGNAIRE ASSOCIES NOTAIRES à SAINT-PRIEST (69800) | 8 rue Aristide Briand,gagnairesaintpriest@gagnaire.notaires.fr,gagnairesaintpriest@gagnaire.notaires.fr,0472592814,0472592814,Bureau principal 8 rue Aristide Briand 69800 SAINT-PRIEST France,Auvergne-Rhône-Alpes,Rhône,Saint-Priest,https://www.notaires.fr/fr/office/selas-gagnaire-associes-notaires-0,notaires.fr,2026-06-19 13:29:20
Office notarial SELAS Implid Notaires à LYON (69006) | 79 Cours Vitton,arthur.sch@notaires.fr,arthur.sch@notaires.fr,0428298198,0428298198,Bureau principal 79 Cours Vitton 69006 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selas-implid-notaires,notaires.fr,2026-06-19 13:29:22
Office notarial SELAS UP NOTAIRES à DÉCINES-CHARPIEU (69150) | 2 avenue Silvin,upnotaires@notaires.fr,upnotaires@notaires.fr,0472056280,0472056280,Bureau principal 2 avenue Silvin 69150 DÉCINES-CHARPIEU France,Auvergne-Rhône-Alpes,Rhône,Décines-Charpieu,https://www.notaires.fr/fr/office/selas-notaires,notaires.fr,2026-06-19 13:29:24
Office notarial SELAS NOTAIRES DU VAL D'OUEST à VAUGNERAY (69670) | 2 Chemin des Vignes,etude69065.vaugneray@notaires.fr,etude69065.vaugneray@notaires.fr,0478458484,0478458484,Bureau principal 2 Chemin des Vignes 69670 VAUGNERAY France,Auvergne-Rhône-Alpes,Rhône,Vaugneray,https://www.notaires.fr/fr/office/selas-notaires-du-val-douest,notaires.fr,2026-06-19 13:29:26
Office notarial SELAS NOTAIRES DU VAL D'OUEST à BRINDAS (69126) | 20 Chemin des Sauzes,martin.hacquard@notaires.fr,martin.hacquard@notaires.fr,0487950105,0487950105,Bureau principal 20 Chemin des Sauzes 69126 BRINDAS France,Auvergne-Rhône-Alpes,Rhône,Brindas,https://www.notaires.fr/fr/office/selas-notaires-du-val-douest-0,notaires.fr,2026-06-19 13:29:28
Office notarial SELAS NOTALMA à LYON (69002) | 6 place Carnot,godefroy.richard@notaires.fr,godefroy.richard@notaires.fr,0481091118,0481091118,Bureau principal 6 place Carnot 69002 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/selas-notalma,notaires.fr,2026-06-19 13:29:29
Office notarial SIDI-BOULENOUAR Dounia à LYON (69007) | 17 rue Crépet,dounia.sidi@notaires.fr,dounia.sidi@notaires.fr,0000000000,0000000000,Bureau principal 17 rue Crépet 69007 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sidi-boulenouar-dounia,notaires.fr,2026-06-19 13:29:31
"Office notarial SIMON et associés, SELARL à LYON (69005) | 49 avenue du Point du Jour",etude@sdm.notaires.fr,etude@sdm.notaires.fr,0478252638,0478252638,Bureau principal 49 avenue du Point du Jour 69005 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/simon-et-associes-selarl,notaires.fr,2026-06-19 13:29:32
"Office notarial SOCIETE BNO, SELARL à ÉCULLY (69130) | 1 Chemin Jean-Marie Vianney",beatrice.novel@notaires.fr,beatrice.novel@notaires.fr,0487254848,0487254848,Bureau principal 1 Chemin Jean-Marie Vianney 69130 ÉCULLY France,Auvergne-Rhône-Alpes,Rhône,Ecully,https://www.notaires.fr/fr/office/societe-bno-selarl,notaires.fr,2026-06-19 13:29:34
"Office notarial SOUBEYRAN et associés, SELARL à LYON (69008) | 33 RUE DES TUILIERS",etude.soubeyran@notaires.fr,etude.soubeyran@notaires.fr,0481682010,0481682010,Bureau principal 33 RUE DES TUILIERS 69008 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/soubeyran-et-associes-selarl,notaires.fr,2026-06-19 13:29:35
Office notarial SPE SAS Quante à LYON (69001) | 21 rue d'Algérie,claire.pellegrin@notaires.fr,claire.pellegrin@notaires.fr,0428292121,0428292121,Bureau principal 21 rue d'Algérie 69001 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/spe-sas-quante,notaires.fr,2026-06-19 13:29:37
Office notarial THEVENON Eric à LYON (69004) | 17 Place Tabareau,eric.thevenon@notaires.fr,eric.thevenon@notaires.fr,0478588060,0478588060,Bureau principal 17 Place Tabareau 69004 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/thevenon-eric,notaires.fr,2026-06-19 13:29:38
"Office notarial THIOLLIER Associés, SARL à SAINT-SYMPHORIEN-SUR-COISE (69590) | 16 PLACE DE LA REPUBLIQUE",,,0478484039,0478484039,Bureau principal 16 PLACE DE LA REPUBLIQUE 69590 SAINT-SYMPHORIEN-SUR-COISE France,Auvergne-Rhône-Alpes,Rhône,Saint-Symphorien-Sur-Coise,https://www.notaires.fr/fr/office/thiollier-associes-sarl,notaires.fr,2026-06-19 13:29:40
Office notarial TOLLET & VIENNET NOTAIRES à IRIGNY (69540) | 10 Bis Rue Baudrand,accueil@oni.notaires.fr,accueil@oni.notaires.fr,0478462105,0478462105,Bureau principal 10 Bis Rue Baudrand 69540 IRIGNY France,Auvergne-Rhône-Alpes,Rhône,Irigny,https://www.notaires.fr/fr/office/tollet-viennet-notaires,notaires.fr,2026-06-19 13:29:41
Office notarial TRICHET Sarah à LYON (69009) | 20 rue Louis Loucheur,sarah.trichet@notaires.fr,sarah.trichet@notaires.fr,0478472701,0478472701,Bureau principal 20 rue Louis Loucheur 69009 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/trichet-sarah,notaires.fr,2026-06-19 13:29:43
Office notarial VAUDO Johan à DÉCINES-CHARPIEU (69150) | 32 rue de la République,johan.vaudo@noctua.notaires.fr,johan.vaudo@noctua.notaires.fr,0422580175,0422580175,Bureau principal 32 rue de la République 69150 DÉCINES-CHARPIEU France,Auvergne-Rhône-Alpes,Rhône,Décines-Charpieu,https://www.notaires.fr/fr/office/vaudo-johan,notaires.fr,2026-06-19 13:29:44
"Office notarial VICARI, SARL à associé unique à SAINT GERMAIN AU MONT D'OR (69650) | 9 rue de la Combe",accueilvicarinotaires@69053.notaires.fr,accueilvicarinotaires@69053.notaires.fr,0478912502,0478912502,Bureau principal 9 rue de la Combe 69650 SAINT GERMAIN AU MONT D'OR France,Auvergne-Rhône-Alpes,Rhône,Saint Germain Au Mont D'or,https://www.notaires.fr/fr/office/vicari-sarl-associe-unique,notaires.fr,2026-06-19 13:29:46
Office notarial VRIGNAUD Antoine à CHAMPAGNE-AU-MONT-D'OR (69410) | 18 rue Dominique Vincent,vrignaud.antoine@notaires.fr,vrignaud.antoine@notaires.fr,0477574535,0477574535,Bureau principal 18 rue Dominique Vincent 69410 CHAMPAGNE-AU-MONT-D'OR France,Auvergne-Rhône-Alpes,Rhône,Champagne-Au-Mont-D'or,https://www.notaires.fr/fr/office/vrignaud-antoine,notaires.fr,2026-06-19 13:29:47
Office notarial VULPAT Catherine à LYON (69003) | 53 Cours Richard Vitton,etude.vulpat@notaires.fr,etude.vulpat@notaires.fr,0474705821,0474705821,Bureau principal 53 Cours Richard Vitton 69003 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/vulpat-catherine,notaires.fr,2026-06-19 13:29:48
Office notarial WAGENHEIM Adeline à LYON (69001) | 14 rue de l'Arbre Sec,adeline.wagenheim@gmail.com,adeline.wagenheim@gmail.com,0618608767,0618608767,Bureau principal 14 rue de l'Arbre Sec 69001 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/wagenheim-adeline,notaires.fr,2026-06-19 13:29:50
"Office notarial SALICHON & ASSOCIES, SARL à LYON (69006) | 3 Cours Franklin Roosevelt",salichonetassocies@notaires.fr,salichonetassocies@notaires.fr,0478931098,0478931098,Bureau principal 3 Cours Franklin Roosevelt 69006 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/salichon-associes-sarl,notaires.fr,2026-06-19 13:27:14
"Office notarial SARL à associé unique GONDRAN, notaire associée à BELLEVILLE (69220) | 19 rue des Remparts",anne.gondran@69248.notaires.fr,anne.gondran@69248.notaires.fr,04 87 01 02 10,04 87 01 02 10,Bureau principal 19 rue des Remparts 69220 BELLEVILLE France,Auvergne-Rhône-Alpes,Rhône,Belleville,https://www.notaires.fr/fr/office/sarl-associe-unique-gondran-notaire-associee,notaires.fr,2026-06-19 13:27:15
Office notarial SARL à associé unique Notaires du Promenoir à VILLEFRANCHE-SUR-SAÔNE (69400) | 61 rue d'Anse,etude@promenoir.notaires.fr,etude@promenoir.notaires.fr,0474654500,0474654500,Bureau principal 61 rue d'Anse 69400 VILLEFRANCHE-SUR-SAÔNE France,Auvergne-Rhône-Alpes,Rhône,Villefranche-Sur-Saône,https://www.notaires.fr/fr/office/sarl-associe-unique-notaires-du-promenoir,notaires.fr,2026-06-19 13:27:16
Office notarial SARL à associé unique OFFICE NOTARIAL DE LA TABLE DE PIERRE à FRANCHEVILLE (69340) | 26 Avenue de la Table de Pierre,christelle.farce@69220.notaires.fr,christelle.farce@69220.notaires.fr,0437202524,0437202524,Bureau principal 26 Avenue de la Table de Pierre 69340 FRANCHEVILLE France,Auvergne-Rhône-Alpes,Rhône,Francheville,https://www.notaires.fr/fr/office/sarl-associe-unique-office-notarial-de-la-table-de-pierre,notaires.fr,2026-06-19 13:27:18
Office notarial SARL à associée unique NOTAIRE VALLE D'AZERGUES à LAMURE-SUR-AZERGUES (69870) | 10 impasse Chavanet,office@69095.notaires.fr,office@69095.notaires.fr,0474030522,0474030522,Bureau principal 10 impasse Chavanet 69870 LAMURE-SUR-AZERGUES France,Auvergne-Rhône-Alpes,Rhône,Lamure-Sur-Azergues,https://www.notaires.fr/fr/office/sarl-associee-unique-notaire-valle-dazergues,notaires.fr,2026-06-19 13:27:20
Office notarial SARL CADRAN Notaires Conseils à LYON (69007) | 75 rue Chevreul,accueil@cadran.notaires.fr,accueil@cadran.notaires.fr,0437261144,0437261144,Bureau principal 75 rue Chevreul 69007 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sarl-cadran-notaires-conseils,notaires.fr,2026-06-19 13:27:22
Office notarial SARL CADRAN Notaires Conseils à TASSIN-LA-DEMI-LUNE (69160) | 3 avenue de Lauterbourg,accueil@cadran.notaires.fr,accueil@cadran.notaires.fr,0478343602,0478343602,Bureau principal 3 avenue de Lauterbourg 69160 TASSIN-LA-DEMI-LUNE France,Auvergne-Rhône-Alpes,Rhône,Tassin-La-Demi-Lune,https://www.notaires.fr/fr/office/sarl-cadran-notaires-conseils-0,notaires.fr,2026-06-19 13:27:23
Office notarial SARL CHAINE ET ASSOCIES NOTAIRES à LYON (69006) | 139 rue Vendôme,etude.chaine@notaires.fr,etude.chaine@notaires.fr,0472757600,0472757600,Bureau principal 139 rue Vendôme 69006 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sarl-chaine-et-associes-notaires,notaires.fr,2026-06-19 13:27:25
Office notarial SARL GAMBIEZ - COTTE - Notaires Champagne au Mont d’Or à CHAMPAGNE-AU-MONT-D'OR (69410) | 33 avenue de Lanessan,gambiez.cotte@notaires.fr,gambiez.cotte@notaires.fr,0472521717,0472521717,Bureau principal 33 avenue de Lanessan 69410 CHAMPAGNE-AU-MONT-D'OR France,Auvergne-Rhône-Alpes,Rhône,Champagne-Au-Mont-D'or,https://www.notaires.fr/fr/office/sarl-gambiez-cotte-notaires-champagne-au-mont-dor,notaires.fr,2026-06-19 13:27:27
Office notarial SARL HYVERNAT - CARNIEL - TAITHE - GAILLARD-DEBIESSE – NOTAIRES à VILLEFRANCHE-SUR-SAÔNE (69400) | 14 PLACE HUMBERT III,accueil.villefranche@enoas.notaires.fr,accueil.villefranche@enoas.notaires.fr,0474653236,0474653236,Bureau principal 14 PLACE HUMBERT III 69400 VILLEFRANCHE-SUR-SAÔNE France,Auvergne-Rhône-Alpes,Rhône,Villefranche-Sur-Saône,https://www.notaires.fr/fr/office/sarl-hyvernat-carniel-taithe-gaillard-debiesse-notaires,notaires.fr,2026-06-19 13:27:29
Office notarial SARL HYVERNAT - CARNIEL - TAITHE - GAILLARD-DEBIESSE – NOTAIRES à ANSE (69480) | RUE DE VERDUN,accueil.anse@enoas.notaires.fr,accueil.anse@enoas.notaires.fr,0474672848,0474672848,Bureau principal RUE DE VERDUN 69480 ANSE France,Auvergne-Rhône-Alpes,Rhône,Anse,https://www.notaires.fr/fr/office/sarl-hyvernat-carniel-taithe-gaillard-debiesse-notaires-0,notaires.fr,2026-06-19 13:27:31
Office notarial SARL LES AUTHENTIQUES et associés à CAILLOUX-SUR-FONTAINES (69270) | 350 route du Tilleul,laure.todeschini@notaires.fr,laure.todeschini@notaires.fr,0487870535,0487870535,Bureau principal 350 route du Tilleul 69270 CAILLOUX-SUR-FONTAINES France,Auvergne-Rhône-Alpes,Rhône,Cailloux-Sur-Fontaines,https://www.notaires.fr/fr/office/sarl-les-authentiques-et-associes,notaires.fr,2026-06-19 13:27:33
Office notarial SARL LOVY et associés à FONTAINES-SUR-SAÔNE (69270) | 37 B RUE PIERRE BOUVIER,agoract@notaires.fr,agoract@notaires.fr,0478223425,0478223425,Bureau principal 37 B RUE PIERRE BOUVIER 69270 FONTAINES-SUR-SAÔNE France,Auvergne-Rhône-Alpes,Rhône,Fontaines-Sur-Saône,https://www.notaires.fr/fr/office/sarl-lovy-et-associes,notaires.fr,2026-06-19 13:27:35
Office notarial SARL NOTAIRE LYON BUGEAUD à LYON (69006) | 51 rue Bugeaud,accueil@nlb.notaires.fr,accueil@nlb.notaires.fr,0426682000,0426682000,Bureau principal 51 rue Bugeaud 69006 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sarl-notaire-lyon-bugeaud,notaires.fr,2026-06-19 13:27:36
Office notarial SARL NOTAIRES FOCH à LYON (69006) | 5 cours Franklin Roosevelt,accueil@69010.notaires.fr,accueil@69010.notaires.fr,0472699292,0472699292,Bureau principal 5 cours Franklin Roosevelt 69006 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sarl-notaires-foch,notaires.fr,2026-06-19 13:27:38
Office notarial SARL NOTAMIONS Valérie JACQUE et Associés à MIONS (69780) | 19 Rue du 8 Mai 1945,accueil@notamions.notaires.fr,accueil@notamions.notaires.fr,0428290050,0428290050,Bureau principal 19 Rue du 8 Mai 1945 69780 MIONS France,Auvergne-Rhône-Alpes,Rhône,Mions,https://www.notaires.fr/fr/office/sarl-notamions-valerie-jacque-et-associes,notaires.fr,2026-06-19 13:27:39
Office notarial SARL O.M.L. - NOTAIRES à SAINT-MARTIN-EN-HAUT (69850) | 11 route de Lyon,accueil@69064.notaires.fr,accueil@69064.notaires.fr,0478486043,0478486043,Bureau principal 11 route de Lyon 69850 SAINT-MARTIN-EN-HAUT France,Auvergne-Rhône-Alpes,Rhône,Saint-Martin-En-Haut,https://www.notaires.fr/fr/office/sarl-oml-notaires,notaires.fr,2026-06-19 13:27:41
Office notarial SARL PERROT & associé à LYON (69002) | 1 rue Tupin,scpdoucetbonperrot@notaires.fr,scpdoucetbonperrot@notaires.fr,0478421700,0478421700,Bureau principal 1 rue Tupin 69002 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sarl-perrot-associe,notaires.fr,2026-06-19 13:27:43
Office notarial SARL THIVEL NOTAIRES à LYON (69002) | 27 rue Ferrandière,thivel@notaires.fr,thivel@notaires.fr,0478280700,0478280700,Bureau principal 27 rue Ferrandière 69002 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sarl-thivel-notaires,notaires.fr,2026-06-19 13:27:45
Office notarial SARL THIVEL NOTAIRES à TARARE (69170) | 2 boulevard du Commandant Thivel,thivel@notaires.fr,thivel@notaires.fr,0474053190,0474053190,Bureau principal 2 boulevard du Commandant Thivel 69170 TARARE France,Auvergne-Rhône-Alpes,Rhône,Tarare,https://www.notaires.fr/fr/office/sarl-thivel-notaires-0,notaires.fr,2026-06-19 13:27:46
Office notarial SAS ADEVODENCE à FRANCHEVILLE (69340) | 8 route du Bruissin,contact@adevodence.fr,contact@adevodence.fr,0437238191,0437238191,Bureau principal 8 route du Bruissin 69340 FRANCHEVILLE France,Auvergne-Rhône-Alpes,Rhône,Francheville,https://www.notaires.fr/fr/office/sas-adevodence,notaires.fr,2026-06-19 13:27:48
Office notarial SAS BREMENS NOTAIRES à LYON (69006) | 45 quai Charles de Gaulle,accueil@groupebremens.notaires.fr,accueil@groupebremens.notaires.fr,0472406900,0472406900,Bureau principal 45 quai Charles de Gaulle 69006 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sas-bremens-notaires-0,notaires.fr,2026-06-19 13:27:50
Office notarial SAS a contrario à LYON (69002) | 21 rue Ferrandière,lmancion@acontrario.notaires.fr,lmancion@acontrario.notaires.fr,0478626501,0478626501,Bureau principal 21 rue Ferrandière 69002 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sas-contrario-0,notaires.fr,2026-06-19 13:27:51
Office notarial SAS des CEDRES à TASSIN-LA-DEMI-LUNE (69160) | 93 avenue du 11 Novembre 1918,etude.69182@notaires.fr,etude.69182@notaires.fr,0437584277,0437584277,Bureau principal 93 avenue du 11 Novembre 1918 69160 TASSIN-LA-DEMI-LUNE France,Auvergne-Rhône-Alpes,Rhône,Tassin-La-Demi-Lune,https://www.notaires.fr/fr/office/sas-des-cedres,notaires.fr,2026-06-19 13:27:53
Office notarial SAS EFFICIENCE LYON à LYON (69002) | 50 rue de la République,jerome.roche@efficience.notaires.fr,jerome.roche@efficience.notaires.fr,0457584348,0457584348,Bureau principal 50 rue de la République 69002 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sas-efficience-lyon,notaires.fr,2026-06-19 13:27:54
Office notarial SAS MOREL-VULLIEZ et associées à LYON (69006) | 13 bis place Jules Ferry,,,0481132999,0481132999,Bureau principal 13 bis place Jules Ferry 69006 LYON France,Auvergne-Rhône-Alpes,Rhône,Lyon,https://www.notaires.fr/fr/office/sas-morel-vulliez-et-associees,notaires.fr,2026-06-19 13:27:56
